,cell_x,cell_y,car,population,houses,houses_parking,charger_count,charger_value,building_religion,building_sale,building_edu,building_work,building_factory,public_parking_lot,public_parking_space,tot_count_
71,127.0524133,37.33351302,15921,6,0,0,1,0.999763202,0,0,2,0,0,0,0,22.584
72,127.0524614,37.32540073,21707,117,236,310,0,1,0,0,0,0,0,0,0,35.326
73,127.0524668,37.32449937,21707,138,236,310,0,1,0,0,0,0,0,0,0,466.375
74,127.0524721,37.323598,21707,110,0,0,0,1,0,0,0,0,0,0,0,1852.866
75,127.0524988,37.31909117,21707,27,0,0,2,0.999526403,1,0,1,0,0,0,0,121.209
76,127.0525149,37.31638707,21707,0,0,0,2,0.999526403,0,0,1,0,0,0,0,11.358
77,127.053398,37.35785408,20322,0,0,0,0,1,0,0,0,0,0,0,0,3.084
78,127.05343,37.35244591,20322,35,0,0,0,1,0,0,0,0,0,0,0,4.374
79,127.0535154,37.33802411,15921,31,0,0,2,0.999526403,3,0,0,0,0,0,0,36.198
80,127.0535261,37.33622138,15921,47,0,0,2,0.999526403,3,0,2,0,0,0,0,98.078
81,127.0535314,37.33532002,15921,94,0,0,1,0.999763202,3,0,2,0,0,0,0,3.764
82,127.0535368,37.33441865,15921,123,0,0,1,0.999763202,0,0,2,0,0,0,0,77.537
83,127.0535421,37.33351729,15921,22,0,0,1,0.999763202,0,0,2,0,0,0,0,8.64
84,127.0535474,37.33261592,15921,0,0,0,1,0.999763202,0,0,2,0,0,0,0,35.784
85,127.0535954,37.32450363,21707,50,0,0,0,1,0,0,0,0,0,0,0,10.25
86,127.0536061,37.3227009,21707,75,0,0,0,1,0,0,1,0,0,0,0,23.39
87,127.0536221,37.3199968,21707,0,0,0,2,0.999526403,1,0,1,0,0,0,0,3.878
88,127.0545218,37.3587597,20322,0,0,0,0,1,0,0,0,0,0,0,0,30.896
89,127.0545272,37.35785834,20322,0,0,0,0,1,0,0,0,0,0,0,0,10.458
90,127.0545751,37.34974608,20322,0,0,0,0,1,0,0,0,0,0,0,0,4.722
91,127.054623,37.34163382,15921,0,0,0,0,1,1,0,0,0,0,0,0,28.457
92,127.0546443,37.33802836,15921,0,0,0,2,0.999526403,0,0,0,0,0,0,0,44.148
93,127.0546496,37.337127,15921,15,0,0,2,0.999526403,0,0,1,0,0,0,0,90.336
94,127.054655,37.33622563,15921,88,0,0,1,0.999763202,0,0,2,0,0,0,0,20.976
95,127.0546603,37.33532427,15921,122,0,0,1,0.999763202,0,0,2,0,0,0,0,61.326
96,127.0546656,37.33442291,15921,93,0,0,1,0.999763202,0,0,2,0,0,0,0,532.374
97,127.0546762,37.33262018,15921,0,0,0,1,0.999763202,0,0,2,0,0,0,0,39.365
98,127.0547188,37.32540925,21707,0,0,0,0,1,0,0,0,6,0,0,0,101.565
99,127.0547241,37.32450789,21707,22,0,0,0,1,0,0,0,4,0,0,0,95.327
100,127.0547294,37.32360652,21707,8,0,0,0,1,0,0,0,1,0,0,0,1487.873
101,127.054756,37.31909969,21707,20,0,0,2,0.999526403,2,0,1,0,0,0,0,12.51
102,127.0547667,37.31729695,21707,68,0,0,2,0.999526403,1,0,1,0,0,0,0,21.337
103,127.054772,37.31639558,21707,62,0,0,1,0.999763202,1,0,1,0,0,0,0,4.746
104,127.0556457,37.35966531,20322,0,0,0,0,1,0,0,0,0,0,0,0,9.069
105,127.055651,37.35876395,20322,0,0,0,0,1,0,0,0,0,0,0,0,13.122
106,127.0557095,37.34884897,20322,0,0,0,0,1,0,0,0,0,0,0,0,20.916
107,127.0557307,37.34524352,20322,26,0,0,0,1,1,0,0,0,0,0,0,9.764
108,127.055752,37.34163806,20322,0,0,0,0,1,1,0,0,0,0,0,0,130.02
109,127.0557732,37.33803261,15921,6,0,0,2,0.999526403,0,0,0,0,0,0,0,9.24
110,127.0557838,37.33622988,15921,86,0,0,1,0.999763202,0,0,1,0,1,0,0,13.716
111,127.0557891,37.33532851,15921,115,0,0,1,0.999763202,0,0,2,0,1,0,0,129.145
112,127.0557944,37.33442715,15921,197,0,0,1,0.999763202,0,0,2,0,1,0,0,4.32
113,127.0558316,37.32811759,21707,0,0,0,2,0.999526403,0,0,0,7,0,0,0,20.212
114,127.0558422,37.32631486,21707,36,0,0,2,0.999526403,0,0,0,7,0,0,0,47.988
115,127.0558581,37.32361076,21707,0,0,0,0,1,1,0,1,4,0,0,0,12.09
116,127.0558687,37.32180803,21707,0,0,0,2,0.999526403,2,0,2,0,0,0,0,21.62
117,127.0558952,37.31730119,21707,41,0,0,1,0.999763202,1,0,1,0,0,0,0,3.675
118,127.0559005,37.31639982,21707,49,0,0,1,0.999763202,1,0,1,0,0,0,0,4.576
119,127.0567749,37.35966955,20322,7,0,0,0,1,0,0,0,0,0,0,0,3388.916
120,127.0568809,37.3416423,20322,0,0,0,0,1,1,0,0,0,0,0,0,5.229
121,127.0569021,37.33803684,15921,18,0,0,2,0.999526403,0,0,0,0,0,0,0,378.081
122,127.0569074,37.33713548,15921,31,0,0,2,0.999526403,0,0,1,0,2,0,0,34.448
123,127.056918,37.33533275,15921,92,294,345,1,0.999763202,0,0,2,0,2,0,0,2015.512
124,127.0569232,37.33443138,15921,116,294,345,1,0.999763202,0,0,2,0,2,0,0,12.09
125,127.0569285,37.33353002,15921,144,0,0,1,0.999763202,0,0,2,0,2,0,0,152.883
126,127.0569338,37.33262865,15921,17,0,0,1,0.999763202,0,0,2,0,2,0,0,1148.208
127,127.0569656,37.32722046,21707,39,0,0,2,0.999526403,0,0,0,7,0,0,0,48.894
128,127.0569762,37.32541772,21707,0,0,0,2,0.999526403,0,0,1,7,0,0,0,26.88
129,127.0569815,37.32451636,21707,0,0,0,2,0.999526403,1,0,1,7,0,0,0,11.358
130,127.0569868,37.32361499,21707,0,0,0,10,0.997632015,1,0,1,4,0,0,0,99.952
131,127.0569921,37.32271363,21707,149,0,0,10,0.997632015,2,0,2,0,0,0,0,232.997
132,127.0569973,37.32181226,21707,42,0,0,12,0.997158418,2,0,2,0,0,0,0,26.145
133,127.0570026,37.32091089,21707,44,0,0,12,0.997158418,2,0,2,0,0,0,0,10.458
134,127.0570079,37.32000952,21707,0,0,0,12,0.997158418,2,0,1,0,0,0,0,10.292
135,127.0570132,37.31910816,21707,0,0,0,12,0.997158418,2,0,1,0,0,0,0,183.53
136,127.0570238,37.31730542,21707,9,0,0,12,0.997158418,2,0,1,0,0,0,0,4.527
137,127.0570291,37.31640405,21707,238,0,0,12,0.997158418,1,0,1,0,0,0,0,108.674
138,127.0579041,37.35967377,20322,9,0,0,0,1,0,0,0,0,0,0,0,9.764
139,127.0580045,37.34254788,20322,0,0,0,0,1,0,0,0,0,0,0,0,88.296
140,127.0580098,37.34164652,20322,0,0,0,0,1,0,0,0,0,0,0,0,8.748
141,127.0580521,37.3344356,15921,74,294,345,1,0.999763202,0,0,1,0,2,0,0,644.794
142,127.0580626,37.33263287,15921,22,0,0,1,0.999763202,0,0,2,0,3,0,0,30.099
143,127.0580785,37.32992878,15921,0,0,0,2,0.999526403,0,0,1,7,1,0,0,24.584
144,127.058089,37.32812604,17849.66667,0,0,0,2,0.999526403,0,0,0,7,0,0,0,158.818
145,127.0580996,37.32632331,21707,0,0,0,2,0.999526403,0,0,1,7,0,0,0,100.632
146,127.0581049,37.32542195,21707,0,0,0,2,0.999526403,1,0,1,7,0,0,0,9.152
147,127.0581101,37.32452058,21707,24,0,0,2,0.999526403,1,0,1,7,0,0,0,468.96
148,127.0581154,37.32361921,21707,48,0,0,2,0.999526403,1,0,1,5,0,0,0,16.212
149,127.0581207,37.32271785,21707,19,0,0,10,0.997632015,2,0,2,4,0,0,0,44.988
150,127.058126,37.32181648,21707,145,0,0,12,0.997158418,2,0,2,0,0,0,0,197.997
151,127.0581365,37.32001374,21707,10,0,0,12,0.997158418,2,0,2,0,0,0,0,85.312
152,127.0581418,37.31911238,21707,0,0,0,12,0.997158418,2,0,1,0,0,0,0,183.609
153,127.0581471,37.31821101,21707,343,0,0,12,0.997158418,2,0,1,0,0,0,0,25.864
154,127.0581524,37.31730964,21707,331,0,0,12,0.997158418,2,0,1,0,0,0,0,37.814
155,127.0581576,37.31640827,21707,0,0,0,12,0.997158418,1,0,1,0,0,0,0,4.232
156,127.0590281,37.36057935,20322,11,0,0,0,1,0,0,0,1,0,0,0,9.764
157,127.0591124,37.34615755,20322,26,0,0,0,1,0,0,0,0,0,0,0,32.604
158,127.0591177,37.34525619,20322,6,0,0,0,1,0,0,0,0,0,0,0,15.018
159,127.0591493,37.339848,15921,18,0,0,0,1,0,0,0,0,0,0,0,1361.796
160,127.0591651,37.33714391,15921,0,0,0,2,0.999526403,0,0,0,0,2,0,0,1235.427
161,127.0591756,37.33534118,15921,0,0,0,1,0.999763202,0,0,1,0,2,0,0,6.976
162,127.0591862,37.33353845,15921,0,0,0,1,0.999763202,0,0,1,0,3,0,0,3.157
163,127.0592125,37.32903162,15921,0,0,0,2,0.999526403,0,0,0,7,1,0,0,30.22
164,127.059223,37.32722889,19778.33333,0,0,0,2,0.999526403,0,0,1,7,0,0,0,836.61
165,127.0592283,37.32632752,21707,0,0,0,2,0.999526403,0,0,1,7,0,0,0,213.57
166,127.0592336,37.32542616,21707,74,0,0,2,0.999526403,1,0,1,7,0,0,0,69.081
167,127.0592388,37.32452479,21707,94,0,0,2,0.999526403,1,0,1,7,0,0,0,277.604
168,127.0592441,37.32362342,21707,51,0,0,2,0.999526403,1,0,1,5,0,0,0,142.663
169,127.0592704,37.31911659,21707,268,0,0,12,0.997158418,2,0,2,0,0,0,0,156.897
170,127.0592757,37.31821522,21707,540,0,0,12,0.997158418,2,0,1,0,0,0,0,12181.95
171,127.0602099,37.35156993,20322,0,0,0,0,1,0,0,0,0,0,0,0,54.468
172,127.0602256,37.34886584,20322,0,0,0,0,1,0,0,0,0,0,0,0,4.586
173,127.0602467,37.34526039,20322,0,0,0,0,1,0,0,0,0,1,0,0,765.606
174,127.0602624,37.3425563,20322,0,0,0,0,1,0,0,1,0,1,0,0,25.92
175,127.0602782,37.3398522,15921,0,0,0,0,1,0,0,0,0,0,0,0,2332.8
176,127.0602835,37.33895084,15921,6,0,0,0,1,0,0,0,0,2,0,0,25.71
177,127.0602887,37.33804948,15921,32,0,0,3,0.999289605,0,0,0,0,2,0,0,15.056
178,127.0603045,37.33534538,15921,0,0,0,1,0.999763202,0,0,1,0,2,0,0,370.096
179,127.0603255,37.33173992,15921,0,0,0,2,0.999526403,0,0,1,2,3,0,0,22.077
180,127.0603412,37.32903582,15921,0,0,0,2,0.999526403,0,0,0,7,1,0,0,3.262
181,127.0603675,37.32452899,21707,6,0,0,2,0.999526403,1,0,1,7,0,0,0,5.228
182,127.0603728,37.32362762,21707,0,0,0,2,0.999526403,1,0,1,5,0,0,0,70.114
183,127.060378,37.32272625,21707,262,0,0,12,0.997158418,2,0,2,2,0,0,0,4472.876
184,127.060399,37.31912078,21707,267,783,1732,12,0.997158418,2,0,3,0,0,0,0,212.724
185,127.0604043,37.31821942,21707,0,0,0,12,0.997158418,2,0,2,0,0,0,0,468.125
186,127.06042,37.31551531,21707,284,214,329,12,0.997158418,1,0,1,0,0,0,0,3431.968
187,127.0604253,37.31461394,21707,219,0,0,12,0.997158418,0,0,1,0,0,0,0,10.15
188,127.0612917,37.35968638,20322,0,0,0,0,1,0,0,1,1,0,0,0,4.374
189,127.061297,37.35878502,20322,28,0,0,0,1,0,0,1,1,0,0,0,9.243
190,127.0613285,37.35337685,20322,20,0,0,0,1,0,0,0,0,0,0,0,15.752
191,127.061339,37.35157412,20322,11,0,0,0,1,0,0,0,0,0,0,0,38.003
192,127.0613494,37.3497714,20322,0,0,0,0,1,0,0,0,0,0,0,0,407.176
193,127.0613547,37.34887004,20322,0,0,0,0,1,0,0,0,0,0,0,0,13.758
194,127.0613652,37.34706731,20322,0,0,0,0,1,0,0,0,0,0,0,0,10.819
195,127.0613757,37.34526458,20322,24,0,0,0,1,0,0,1,0,1,0,0,14.166
196,127.0613914,37.34256049,20322,0,0,0,0,1,0,0,1,0,7,0,0,32.13
197,127.0614124,37.33895503,15921,16,0,0,0,1,0,0,0,0,2,0,0,107.998
198,127.0614438,37.33354684,15921,0,0,0,19,0.995500829,0,0,1,0,3,0,0,11.836
199,127.0614595,37.33084274,15921,0,0,0,2,0.999526403,0,0,0,5,3,0,0,4.589
200,127.06147,37.32904001,15921,0,0,0,2,0.999526403,0,0,0,7,1,0,0,19.348
201,127.0614752,37.32813864,15921,0,0,0,2,0.999526403,0,0,0,7,1,0,0,8.96
202,127.0614857,37.32633591,15921,0,0,0,2,0.999526403,0,0,1,7,0,0,0,968.408
203,127.061491,37.32543454,15921,0,0,0,2,0.999526403,0,0,1,7,0,0,0,12.903
204,127.0614962,37.32453318,21707,0,0,0,2,0.999526403,1,0,1,5,0,0,0,52.565
205,127.0615014,37.32363181,21707,0,0,0,2,0.999526403,1,0,2,4,0,0,0,1136.272
206,127.0615067,37.32273044,21707,0,351,491,12,0.997158418,1,0,2,0,0,0,0,293.718
207,127.0615119,37.32182907,21707,577,351,491,12,0.997158418,2,0,2,0,0,0,0,590.275
208,127.0615171,37.32092771,21707,0,0,0,12,0.997158418,2,0,2,0,0,0,0,239.831
209,127.0615224,37.32002634,21707,58,0,0,12,0.997158418,2,0,2,0,0,0,0,113.724
210,127.0615276,37.31912497,21707,127,783,1732,12,0.997158418,2,0,2,0,0,0,0,382.276
211,127.0615328,37.3182236,21707,338,783,1732,12,0.997158418,2,0,2,0,0,0,0,67.215
212,127.0615433,37.31642087,21707,172,214,329,12,0.997158418,1,0,1,0,0,0,0,124.242
213,127.0615486,37.3155195,21707,252,214,329,12,0.997158418,0,0,1,0,0,0,0,64.413
214,127.061559,37.31371676,21707,353,0,0,1,0.999763202,0,0,1,0,0,0,0,97.615
215,127.0624209,37.35969057,20322,41,0,0,0,1,0,0,1,1,0,0,0,367.392
216,127.0624314,37.35788784,20322,0,0,0,0,1,0,0,1,1,0,0,0,66.002
217,127.0624471,37.35518376,20322,31,0,0,0,1,0,0,0,0,0,0,0,17.496
218,127.0625046,37.34526876,20322,41,0,0,0,1,0,0,2,0,6,0,0,13.63
219,127.062604,37.32814282,15921,0,0,0,2,0.999526403,0,0,0,7,1,0,0,50.198
220,127.0626092,37.32724145,15921,0,0,0,2,0.999526403,0,0,1,7,1,0,0,20.616
221,127.0626353,37.32273462,21707,311,0,0,12,0.997158418,1,0,2,0,0,0,0,363.013
222,127.0626405,37.32183325,21707,533,351,491,12,0.997158418,1,0,2,0,0,0,0,397.793
223,127.0626458,37.32093188,21707,466,823,1674,12,0.997158418,2,0,2,0,0,0,0,243.889
224,127.062651,37.32003052,21707,0,823,1674,12,0.997158418,2,0,2,0,0,0,0,48.756
225,127.0626562,37.31912915,21707,214,0,0,12,0.997158418,2,0,3,0,0,0,0,114.333
226,127.0626614,37.31822778,21707,263,0,0,12,0.997158418,2,0,4,0,0,0,0,466.347
227,127.0626667,37.31732641,21707,116,0,0,12,0.997158418,1,0,4,0,0,0,0,359.649
228,127.0626719,37.31642504,21707,0,816,1213,12,0.997158418,0,0,3,0,0,0,0,23.457
229,127.0626771,37.31552367,21707,526,816,1213,12,0.997158418,0,0,2,0,0,0,0,487.884
230,127.0626823,37.31462231,21707,242,0,0,12,0.997158418,0,0,1,0,0,0,0,48416.361
231,127.0626875,37.31372094,21707,488,0,0,1,0.999763202,0,0,1,0,0,0,0,1553.858
232,127.0626928,37.31281957,21707,241,0,0,1,0.999763202,0,0,1,0,0,0,0,2345.601
233,127.0627502,37.3029045,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,32.423
234,127.0627867,37.29659491,7541,0,0,0,3,0.999289605,0,0,0,0,0,0,0,11.989
235,127.0635554,37.35879338,20322,0,0,0,0,1,0,0,1,1,0,0,0,6.512
236,127.0635867,37.3533852,20322,0,0,0,0,1,0,0,0,0,0,0,0,11.552
237,127.0635919,37.35248384,20322,0,0,0,0,1,0,0,0,0,0,0,0,9.444
238,127.063618,37.34797702,20322,0,0,0,1,0.999763202,0,0,0,0,0,0,0,5.222
239,127.0636284,37.3461743,20322,49,0,0,0,1,0,0,2,0,4,0,0,209.398
240,127.0636441,37.3434702,20322,178,0,0,1,0.999763202,0,0,2,0,7,0,0,429.56
241,127.0636493,37.34256884,20322,19,0,0,1,0.999763202,0,0,2,0,7,0,0,37.776
242,127.0636806,37.33716065,15921,0,0,0,1,0.999763202,0,0,0,0,2,0,0,60.69
243,127.063691,37.33535792,15921,0,0,0,16,0.996211224,0,0,0,0,3,0,0,38.19
244,127.0637327,37.32814699,15921,0,0,0,2,0.999526403,0,0,1,5,1,0,0,412.847
245,127.0637379,37.32724562,15921,0,0,0,2,0.999526403,0,0,2,6,1,0,0,22.914
246,127.0637692,37.32183742,21707,227,0,0,12,0.997158418,1,0,2,0,0,0,0,409.401
247,127.0637744,37.32093605,21707,673,0,0,12,0.997158418,1,0,2,0,0,0,0,8780.926
248,127.0637796,37.32003468,21707,0,0,0,12,0.997158418,1,0,4,0,0,0,0,57.704
249,127.0637848,37.31913331,21707,749,0,0,12,0.997158418,1,0,4,0,0,0,0,1910.798
250,127.06379,37.31823195,21707,517,689,1447,12,0.997158418,0,0,4,0,0,0,0,2890.218
251,127.0637952,37.31733058,21707,109,719,1275,12,0.997158418,0,0,4,0,0,1,47,48.079
252,127.0638004,37.31642921,21707,99,0,0,12,0.997158418,0,0,4,0,0,1,47,43.585
253,127.0638056,37.31552784,21707,0,0,0,12,0.997158418,0,0,3,0,0,1,47,24.18
254,127.0638109,37.31462647,21707,0,0,0,21,0.995027232,0,0,3,0,0,0,0,3.084
255,127.0638161,37.3137251,21707,66,0,0,1,0.999763202,0,0,1,0,0,0,0,68.623
256,127.0638837,37.30200729,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,53.544
257,127.0638889,37.30110592,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,23.404
258,127.0638994,37.29930318,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,65.213
259,127.0639046,37.29840181,7541,381,672,1081,13,0.99692162,0,0,0,0,0,0,0,203.105
260,127.0639098,37.29750044,7541,693,672,1081,13,0.99692162,0,0,0,0,0,0,0,15.246
261,127.063915,37.29659907,7541,0,0,0,3,0.999289605,0,0,0,0,0,0,0,12.165
262,127.064695,37.35699481,20322,14,0,0,0,1,0,0,1,1,0,0,0,161.826
263,127.0647522,37.34707982,20322,0,0,0,1,0.999763202,0,0,1,0,1,0,0,42
264,127.0647782,37.342573,20322,0,0,0,1,0.999763202,0,0,2,0,7,0,0,14.436
265,127.0647886,37.34077027,20322,16,0,0,1,0.999763202,0,0,2,0,7,0,0,198.55
266,127.0647938,37.3398689,20322,14,0,0,1,0.999763202,0,0,2,0,7,0,0,399.049
267,127.0648146,37.33626344,15921,0,0,0,1,0.999763202,0,0,0,0,2,0,0,22.824
268,127.064825,37.33446071,15921,0,0,0,19,0.995500829,0,0,0,0,3,0,0,6.768
269,127.0648302,37.33355934,15921,415,450,840,19,0.995500829,0,0,0,0,3,0,0,312.155
270,127.0648354,37.33265798,15921,232,450,840,19,0.995500829,0,0,1,0,3,0,0,21786.737
271,127.064851,37.32995388,15921,485,636,1219,19,0.995500829,0,0,1,0,1,0,0,1228.669
272,127.0648562,37.32905251,15921,164,0,0,2,0.999526403,0,0,1,0,1,0,0,5172.729
273,127.0648614,37.32815114,15921,272,0,0,2,0.999526403,0,0,1,0,1,0,0,177.729
274,127.0648666,37.32724978,15921,0,594,1138,2,0.999526403,0,0,1,1,1,0,0,1230.297
275,127.0648718,37.32634841,15921,350,594,1138,2,0.999526403,0,0,2,0,0,0,0,1007.327
276,127.064877,37.32544704,15921,186,0,0,2,0.999526403,0,0,1,0,0,0,0,6.792
277,127.0648978,37.32184157,21707,254,0,0,12,0.997158418,1,0,2,0,0,0,0,149.078
278,127.064903,37.32094021,21707,0,0,0,12,0.997158418,1,0,4,0,0,0,0,568.09
279,127.0649134,37.31913747,21707,245,0,0,12,0.997158418,0,0,4,0,0,1,47,10.25
280,127.0649186,37.3182361,21707,90,1408,2722,12,0.997158418,0,0,4,0,0,1,47,5.918
281,127.0649238,37.31733473,21707,494,719,1275,12,0.997158418,0,0,4,0,0,1,47,10329.567
282,127.064929,37.31643336,21707,651,0,0,12,0.997158418,0,0,4,0,0,1,47,89.561
283,127.0649342,37.31553199,21707,195,951,2029,12,0.997158418,0,0,3,0,0,1,47,313.412
284,127.0649394,37.31463063,21707,338,951,2029,21,0.995027232,0,0,3,0,0,1,47,130.713
285,127.0649446,37.31372926,21707,338,0,0,1,0.999763202,0,0,3,0,0,1,47,2933.465
286,127.0650069,37.30291282,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,23.442
287,127.0650121,37.30201145,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,155.729
288,127.0650173,37.30111008,7541,39,0,0,13,0.99692162,0,0,0,0,0,0,0,12.784
289,127.0650225,37.30020871,7541,224,0,0,13,0.99692162,0,0,0,0,0,0,0,1646.051
290,127.0650277,37.29930733,7541,0,0,0,13,0.99692162,0,0,0,0,0,0,0,6.94
